time_point,gene,column,row,value
39h,PA14_23290,7,4,3200487
39h,PA14_23290,7,4,3323919
44h,PA14_23290,7,4,3642875
44h,PA14_23290,7,4,3772830
44h,PA14_23290,7,4,3743770
44h,PA14_23290,7,4,3534622
69h,PA14_23290,7,4,6624523
69h,PA14_23290,7,4,6196975
69h,PA14_23290,7,4,6243206
69h,PA14_23290,7,4,6155671
89h,PA14_23290,7,4,7962848
89h,PA14_23290,7,4,7560828
89h,PA14_23290,7,4,7640115
89h,PA14_23290,7,4,7283487
13h,PA14_14170,7,10,1444294
13h,PA14_14170,7,10,1289345
13h,PA14_14170,7,10,1450664
13h,PA14_14170,7,10,1459756
19h,PA14_14170,7,10,1914403
19h,PA14_14170,7,10,1913910
19h,PA14_14170,7,10,1896503
19h,PA14_14170,7,10,1843369
39h,PA14_14170,7,10,3206098
39h,PA14_14170,7,10,3215218
39h,PA14_14170,7,10,3114749
39h,PA14_14170,7,10,3285975
44h,PA14_14170,7,10,3542563
44h,PA14_14170,7,10,3607262
44h,PA14_14170,7,10,3548766
44h,PA14_14170,7,10,3717286
69h,PA14_14170,7,10,6018040
69h,PA14_14170,7,10,5830299
69h,PA14_14170,7,10,5442877
69h,PA14_14170,7,10,5756505
89h,PA14_14170,7,10,7334603
89h,PA14_14170,7,10,6978842
89h,PA14_14170,7,10,6506230
89h,PA14_14170,7,10,6925843
13h,PA14_21820,7,12,1545574
13h,PA14_21820,16,8,608250
13h,PA14_21820,7,12,1509715
13h,PA14_21820,16,8,566360
13h,PA14_21820,7,12,1461723
13h,PA14_21820,16,8,1542867
13h,PA14_21820,7,12,1431146
13h,PA14_21820,16,8,865386
19h,PA14_21820,7,12,1907921
19h,PA14_21820,16,8,2289809
19h,PA14_21820,7,12,1921999
19h,PA14_21820,16,8,2290149
19h,PA14_21820,7,12,1850856
19h,PA14_21820,16,8,2349902
19h,PA14_21820,7,12,1851360
19h,PA14_21820,16,8,2336792
39h,PA14_21820,7,12,3277355
39h,PA14_21820,16,8,4340492
39h,PA14_21820,7,12,3295899
39h,PA14_21820,16,8,4613489
39h,PA14_21820,7,12,3212628
39h,PA14_21820,16,8,5244482
39h,PA14_21820,7,12,3216441
39h,PA14_21820,16,8,5731470
44h,PA14_21820,7,12,3751667
44h,PA14_21820,16,8,6502478
44h,PA14_21820,7,12,3712552
44h,PA14_21820,16,8,6176385
44h,PA14_21820,7,12,3629615
44h,PA14_21820,16,8,7159455
44h,PA14_21820,7,12,3632505
44h,PA14_21820,16,8,7401686
69h,PA14_21820,7,12,6008927
69h,PA14_21820,16,8,10115188
69h,PA14_21820,7,12,5814148
69h,PA14_21820,16,8,9950457
69h,PA14_21820,7,12,5599728
69h,PA14_21820,16,8,11024048
69h,PA14_21820,7,12,5466187
69h,PA14_21820,16,8,11070376
89h,PA14_21820,7,12,7391218
89h,PA14_21820,16,8,11630842
89h,PA14_21820,7,12,7079794
89h,PA14_21820,16,8,11522956
89h,PA14_21820,7,12,6818354
89h,PA14_21820,16,8,12664605
89h,PA14_21820,7,12,6653763
89h,PA14_21820,16,8,12301983
13h,PA14_05000,7,14,1454135
13h,PA14_05000,7,14,1462141
13h,PA14_05000,7,14,1465369
13h,PA14_05000,7,14,1415309
19h,PA14_05000,7,14,1890725
19h,PA14_05000,7,14,1939548
19h,PA14_05000,7,14,1874933
19h,PA14_05000,7,14,1799321
39h,PA14_05000,7,14,3314004
39h,PA14_05000,7,14,3334759
39h,PA14_05000,7,14,3228893
39h,PA14_05000,7,14,3101264
44h,PA14_05000,7,14,3700538
44h,PA14_05000,7,14,3793559
44h,PA14_05000,7,14,3604678
44h,PA14_05000,7,14,3544005
69h,PA14_05000,7,14,6112067
69h,PA14_05000,7,14,5937964
69h,PA14_05000,7,14,5508348
69h,PA14_05000,7,14,5406801
89h,PA14_05000,7,14,7466092
89h,PA14_05000,7,14,7086499
89h,PA14_05000,7,14,6688862
89h,PA14_05000,7,14,6566703
13h,PA14_46000,7,16,1516065
13h,PA14_46000,7,16,1363637
13h,PA14_46000,7,16,1535658
13h,PA14_46000,7,16,1504908
19h,PA14_46000,7,16,1929658
19h,PA14_46000,7,16,1873179
19h,PA14_46000,7,16,1902086
19h,PA14_46000,7,16,1905176
39h,PA14_46000,7,16,3307112
39h,PA14_46000,7,16,3191955
39h,PA14_46000,7,16,3235135
39h,PA14_46000,7,16,3207319
44h,PA14_46000,7,16,3900013
44h,PA14_46000,7,16,3734234
44h,PA14_46000,7,16,3686795
44h,PA14_46000,7,16,3614232
69h,PA14_46000,7,16,6068371
69h,PA14_46000,7,16,5622025
69h,PA14_46000,7,16,5525720
69h,PA14_46000,7,16,5356101
89h,PA14_46000,7,16,7485601
89h,PA14_46000,7,16,6814326
89h,PA14_46000,7,16,6621183
89h,PA14_46000,7,16,6537437
13h,PA14_46930,7,20,1187275
13h,PA14_46930,7,20,1593973
13h,PA14_46930,7,20,1550597
13h,PA14_46930,7,20,1272105
19h,PA14_46930,7,20,1960048
19h,PA14_46930,7,20,2041214
19h,PA14_46930,7,20,1921232
19h,PA14_46930,7,20,1895889
39h,PA14_46930,7,20,3393720
39h,PA14_46930,7,20,3377702
39h,PA14_46930,7,20,3278538
39h,PA14_46930,7,20,3229170
44h,PA14_46930,7,20,3900370
44h,PA14_46930,7,20,3778957
44h,PA14_46930,7,20,3720637
44h,PA14_46930,7,20,3662895
69h,PA14_46930,7,20,6277333
69h,PA14_46930,7,20,6011881
69h,PA14_46930,7,20,5662853
69h,PA14_46930,7,20,5625288
89h,PA14_46930,7,20,7408583
89h,PA14_46930,7,20,7158725
89h,PA14_46930,7,20,6774526
89h,PA14_46930,7,20,6804056
13h,PA14_12410,7,24,1151525
13h,PA14_12410,13,12,1363978
13h,PA14_12410,7,24,1044302
13h,PA14_12410,13,12,1549341
13h,PA14_12410,7,24,984120
13h,PA14_12410,13,12,1590210
13h,PA14_12410,7,24,971592
13h,PA14_12410,13,12,1613332
19h,PA14_12410,7,24,2248963
19h,PA14_12410,13,12,2018491
19h,PA14_12410,7,24,2243196
19h,PA14_12410,13,12,1936519
19h,PA14_12410,7,24,2117550
19h,PA14_12410,13,12,1935019
19h,PA14_12410,7,24,2079362
19h,PA14_12410,13,12,2004839
39h,PA14_12410,7,24,4952189
39h,PA14_12410,13,12,3441968
39h,PA14_12410,7,24,3925233
39h,PA14_12410,13,12,3340207
39h,PA14_12410,7,24,4474981
39h,PA14_12410,13,12,3300247
39h,PA14_12410,7,24,4353685
39h,PA14_12410,13,12,3346681
44h,PA14_12410,7,24,6091716
44h,PA14_12410,13,12,3983574
44h,PA14_12410,7,24,6063819
44h,PA14_12410,13,12,3776075
44h,PA14_12410,7,24,5875493
44h,PA14_12410,13,12,3714001
44h,PA14_12410,7,24,5518680
44h,PA14_12410,13,12,3743896
69h,PA14_12410,7,24,9410449
69h,PA14_12410,13,12,5910581
69h,PA14_12410,7,24,9177661
69h,PA14_12410,13,12,5714142
69h,PA14_12410,7,24,9290402
69h,PA14_12410,13,12,5575546
69h,PA14_12410,7,24,9097131
69h,PA14_12410,13,12,5614323
89h,PA14_12410,7,24,11151376
89h,PA14_12410,13,12,7180237
89h,PA14_12410,7,24,10791932
89h,PA14_12410,13,12,6809974
89h,PA14_12410,7,24,10654613
89h,PA14_12410,13,12,6649852
89h,PA14_12410,7,24,10365675
89h,PA14_12410,13,12,6726470
13h,PA14_52760,9,2,911918
13h,PA14_52760,9,2,772077
13h,PA14_52760,9,2,1656782
13h,PA14_52760,9,2,1523120
19h,PA14_52760,9,2,1917387
19h,PA14_52760,9,2,1932453
19h,PA14_52760,9,2,2054451
19h,PA14_52760,9,2,2047355
39h,PA14_52760,9,2,3935938
39h,PA14_52760,9,2,3438615
39h,PA14_52760,9,2,3436727
39h,PA14_52760,9,2,3382587
44h,PA14_52760,9,2,4934369
44h,PA14_52760,9,2,3734384
44h,PA14_52760,9,2,4201253
44h,PA14_52760,9,2,4620800
69h,PA14_52760,9,2,8103554
69h,PA14_52760,9,2,7640618
69h,PA14_52760,9,2,7933336
69h,PA14_52760,9,2,8055985
89h,PA14_52760,9,2,9684498
89h,PA14_52760,9,2,8993712
89h,PA14_52760,9,2,9270453
89h,PA14_52760,9,2,9319686
13h,PA14_72050,9,6,1316536
13h,PA14_72050,9,6,1311832
13h,PA14_72050,9,6,1496150
13h,PA14_72050,9,6,1471428
19h,PA14_72050,9,6,1870294
19h,PA14_72050,9,6,1871436
19h,PA14_72050,9,6,1869806
19h,PA14_72050,9,6,1854078
39h,PA14_72050,9,6,3211833
39h,PA14_72050,9,6,3155836
39h,PA14_72050,9,6,3139114
39h,PA14_72050,9,6,3133195
44h,PA14_72050,9,6,3655653
44h,PA14_72050,9,6,3560740
44h,PA14_72050,9,6,3472100
44h,PA14_72050,9,6,3498790
69h,PA14_72050,9,6,5786547
69h,PA14_72050,9,6,5662203
69h,PA14_72050,9,6,5459942
69h,PA14_72050,9,6,5312326
89h,PA14_72050,9,6,7024930
89h,PA14_72050,9,6,6750127
89h,PA14_72050,9,6,6655497
89h,PA14_72050,9,6,6271877
13h,PA14_29510,9,8,1505221
13h,PA14_29510,9,8,1565782
13h,PA14_29510,9,8,1484257
13h,PA14_29510,9,8,1499639
19h,PA14_29510,9,8,1916427
19h,PA14_29510,9,8,1936837
19h,PA14_29510,9,8,1861281
19h,PA14_29510,9,8,1887822
39h,PA14_29510,9,8,3249089
39h,PA14_29510,9,8,3287671
39h,PA14_29510,9,8,3191245
39h,PA14_29510,9,8,3234179
44h,PA14_29510,9,8,3590381
44h,PA14_29510,9,8,3660358
44h,PA14_29510,9,8,3608502
44h,PA14_29510,9,8,3639624
69h,PA14_29510,9,8,5689148
69h,PA14_29510,9,8,5611497
69h,PA14_29510,9,8,5358627
69h,PA14_29510,9,8,5237023
89h,PA14_29510,9,8,7024789
89h,PA14_29510,9,8,6869784
89h,PA14_29510,9,8,6585757
89h,PA14_29510,9,8,6342504
13h,PA14_03900,9,10,1395745
13h,PA14_03900,9,10,1411519
13h,PA14_03900,9,10,1311322
13h,PA14_03900,9,10,1476098
19h,PA14_03900,9,10,1923877
19h,PA14_03900,9,10,1916521
19h,PA14_03900,9,10,1807370
19h,PA14_03900,9,10,1762214
39h,PA14_03900,9,10,3326357
39h,PA14_03900,9,10,3313058
39h,PA14_03900,9,10,3165521
39h,PA14_03900,9,10,3203126
44h,PA14_03900,9,10,3756093
44h,PA14_03900,9,10,3665454
44h,PA14_03900,9,10,3558531
44h,PA14_03900,9,10,3577918
69h,PA14_03900,9,10,5653479
69h,PA14_03900,9,10,5439562
69h,PA14_03900,9,10,5265730
69h,PA14_03900,9,10,5201787
89h,PA14_03900,9,10,7007314
89h,PA14_03900,9,10,6592135
89h,PA14_03900,9,10,6285973
89h,PA14_03900,9,10,6219366
13h,PA14_38730,9,14,1318748
13h,PA14_38730,9,14,1337189
13h,PA14_38730,9,14,1434228
13h,PA14_38730,9,14,1433936
19h,PA14_38730,9,14,1853944
19h,PA14_38730,9,14,1873378
19h,PA14_38730,9,14,1825527
19h,PA14_38730,9,14,1828795
39h,PA14_38730,9,14,3153469
39h,PA14_38730,9,14,3154320
39h,PA14_38730,9,14,3017778
39h,PA14_38730,9,14,3002957
44h,PA14_38730,9,14,3541889
44h,PA14_38730,9,14,3541644
44h,PA14_38730,9,14,3422857
44h,PA14_38730,9,14,3449895
69h,PA14_38730,9,14,5549992
69h,PA14_38730,9,14,5286125
69h,PA14_38730,9,14,5003681
69h,PA14_38730,9,14,5019508
89h,PA14_38730,9,14,6829496
89h,PA14_38730,9,14,6459840
89h,PA14_38730,9,14,6067390
89h,PA14_38730,9,14,6012623
13h,PA14_50700,9,16,1442864
13h,PA14_50700,9,16,1461776
13h,PA14_50700,9,16,1503682
13h,PA14_50700,9,16,1504690
19h,PA14_50700,9,16,1947249
19h,PA14_50700,9,16,1909124
19h,PA14_50700,9,16,1884245
19h,PA14_50700,9,16,1862742
39h,PA14_50700,9,16,3360179
39h,PA14_50700,9,16,3289053
39h,PA14_50700,9,16,3208763
39h,PA14_50700,9,16,3209172
44h,PA14_50700,9,16,3647081
44h,PA14_50700,9,16,3745867
44h,PA14_50700,9,16,3610044
44h,PA14_50700,9,16,3651920
69h,PA14_50700,9,16,5980427
69h,PA14_50700,9,16,5657520
69h,PA14_50700,9,16,5456891
69h,PA14_50700,9,16,5285085
89h,PA14_50700,9,16,7308490
89h,PA14_50700,9,16,6759058
89h,PA14_50700,9,16,6522122
89h,PA14_50700,9,16,6392665
13h,PA14_08310,9,18,1242478
13h,PA14_08310,9,18,1589163
13h,PA14_08310,9,18,1561120
13h,PA14_08310,9,18,1557986
19h,PA14_08310,9,18,2027355
19h,PA14_08310,9,18,1968927
19h,PA14_08310,9,18,1946894
19h,PA14_08310,9,18,1905259
39h,PA14_08310,9,18,3396720
39h,PA14_08310,9,18,3356408
39h,PA14_08310,9,18,3244406
39h,PA14_08310,9,18,3239094
44h,PA14_08310,9,18,3885790
44h,PA14_08310,9,18,3817441
44h,PA14_08310,9,18,3734052
44h,PA14_08310,9,18,3690246
69h,PA14_08310,9,18,6172200
69h,PA14_08310,9,18,5736096
69h,PA14_08310,9,18,5515464
69h,PA14_08310,9,18,5516228
89h,PA14_08310,9,18,7298041
89h,PA14_08310,9,18,7013864
89h,PA14_08310,9,18,6790446
89h,PA14_08310,9,18,6769908
13h,PA14_48840,9,20,1420644
13h,PA14_48840,9,20,1420602
13h,PA14_48840,9,20,1422507
13h,PA14_48840,9,20,1462372
19h,PA14_48840,9,20,1905987
19h,PA14_48840,9,20,1936720
19h,PA14_48840,9,20,1925417
19h,PA14_48840,9,20,2048286
39h,PA14_48840,9,20,3896857
39h,PA14_48840,9,20,3812597
39h,PA14_48840,9,20,3943397
39h,PA14_48840,9,20,3917824
44h,PA14_48840,9,20,4326077
44h,PA14_48840,9,20,4290894
44h,PA14_48840,9,20,4405459
44h,PA14_48840,9,20,4465502
69h,PA14_48840,9,20,5982959
69h,PA14_48840,9,20,6042354
69h,PA14_48840,9,20,6154944
69h,PA14_48840,9,20,6254929
89h,PA14_48840,9,20,6744251
89h,PA14_48840,9,20,6904565
89h,PA14_48840,9,20,7130638
89h,PA14_48840,9,20,7029042
13h,PA14_56560,9,24,1019829
13h,PA14_56560,9,24,1120655
13h,PA14_56560,9,24,921886
13h,PA14_56560,9,24,935796
19h,PA14_56560,9,24,2284086
19h,PA14_56560,9,24,2192200
19h,PA14_56560,9,24,2138406
19h,PA14_56560,9,24,2182891
39h,PA14_56560,9,24,4221161
39h,PA14_56560,9,24,4042870
39h,PA14_56560,9,24,4360085
39h,PA14_56560,9,24,3893197
44h,PA14_56560,9,24,6065560
44h,PA14_56560,9,24,5767648
44h,PA14_56560,9,24,5491807
44h,PA14_56560,9,24,5822297
69h,PA14_56560,9,24,9183117
69h,PA14_56560,9,24,9123954
69h,PA14_56560,9,24,9241110
69h,PA14_56560,9,24,9272869
89h,PA14_56560,9,24,10911522
89h,PA14_56560,9,24,10350390
89h,PA14_56560,9,24,10514141
89h,PA14_56560,9,24,10407970
13h,PA14_18200,11,2,1492724
13h,PA14_18200,11,2,969556
13h,PA14_18200,11,2,1576490
13h,PA14_18200,11,2,1534778
19h,PA14_18200,11,2,1975438
19h,PA14_18200,11,2,1931326
19h,PA14_18200,11,2,1977883
19h,PA14_18200,11,2,1937578
39h,PA14_18200,11,2,3306894
39h,PA14_18200,11,2,3309027
39h,PA14_18200,11,2,3300207
39h,PA14_18200,11,2,3308585
44h,PA14_18200,11,2,3770615
44h,PA14_18200,11,2,4043253
44h,PA14_18200,11,2,3740471
44h,PA14_18200,11,2,3579086
69h,PA14_18200,11,2,7135096
69h,PA14_18200,11,2,6796113
69h,PA14_18200,11,2,7010582
69h,PA14_18200,11,2,7054776
89h,PA14_18200,11,2,8478066
89h,PA14_18200,11,2,8230136
89h,PA14_18200,11,2,8196153
89h,PA14_18200,11,2,8142663
13h,PA14_41110,11,8,1436632
13h,PA14_41110,11,8,1338346
13h,PA14_41110,11,8,1374452
13h,PA14_41110,11,8,1460746
19h,PA14_41110,11,8,1776075
19h,PA14_41110,11,8,1779725
19h,PA14_41110,11,8,1708692
19h,PA14_41110,11,8,1778873
39h,PA14_41110,11,8,2961397
39h,PA14_41110,11,8,2990423
39h,PA14_41110,11,8,2828971
39h,PA14_41110,11,8,2993153
44h,PA14_41110,11,8,3360557
44h,PA14_41110,11,8,3367465
44h,PA14_41110,11,8,3258805
44h,PA14_41110,11,8,3417849
69h,PA14_41110,11,8,5206254
69h,PA14_41110,11,8,4973729
69h,PA14_41110,11,8,4748770
69h,PA14_41110,11,8,4889464
89h,PA14_41110,11,8,6341061
89h,PA14_41110,11,8,6025293
89h,PA14_41110,11,8,5692388
89h,PA14_41110,11,8,5732002
13h,PA14_16980,11,12,1527504
13h,PA14_16980,11,12,1567637
13h,PA14_16980,11,12,1463073
13h,PA14_16980,11,12,1500280
19h,PA14_16980,11,12,1879882
19h,PA14_16980,11,12,1961783
19h,PA14_16980,11,12,1854822
19h,PA14_16980,11,12,1906111
39h,PA14_16980,11,12,3246044
39h,PA14_16980,11,12,3335789
39h,PA14_16980,11,12,3193937
39h,PA14_16980,11,12,3254554
44h,PA14_16980,11,12,3630660
44h,PA14_16980,11,12,3765329
44h,PA14_16980,11,12,3627568
44h,PA14_16980,11,12,3683667
69h,PA14_16980,11,12,5760710
69h,PA14_16980,11,12,5451747
69h,PA14_16980,11,12,5199684
69h,PA14_16980,11,12,5143442
89h,PA14_16980,11,12,7072554
89h,PA14_16980,11,12,6487813
89h,PA14_16980,11,12,6306397
89h,PA14_16980,11,12,6259219
13h,PA14_62730,11,14,739182
13h,PA14_62730,11,14,887105
13h,PA14_62730,11,14,297917
13h,PA14_62730,11,14,1133949
19h,PA14_62730,11,14,1931051
19h,PA14_62730,11,14,1987349
19h,PA14_62730,11,14,1996482
19h,PA14_62730,11,14,2049295
39h,PA14_62730,11,14,3506578
39h,PA14_62730,11,14,3512812
39h,PA14_62730,11,14,3488920
39h,PA14_62730,11,14,3569702
44h,PA14_62730,11,14,3942064
44h,PA14_62730,11,14,3959356
44h,PA14_62730,11,14,3924500
44h,PA14_62730,11,14,4044004
69h,PA14_62730,11,14,6042218
69h,PA14_62730,11,14,5753190
69h,PA14_62730,11,14,5688969
69h,PA14_62730,11,14,5740675
89h,PA14_62730,11,14,6887761
89h,PA14_62730,11,14,6898316
89h,PA14_62730,11,14,6825011
89h,PA14_62730,11,14,6838555
13h,PA14_61600,11,18,1396885
13h,PA14_61600,11,18,1575207
13h,PA14_61600,11,18,1578364
13h,PA14_61600,11,18,1624144
19h,PA14_61600,11,18,2019464
19h,PA14_61600,11,18,2018192
19h,PA14_61600,11,18,1974204
19h,PA14_61600,11,18,1987867
39h,PA14_61600,11,18,3477379
39h,PA14_61600,11,18,3475087
39h,PA14_61600,11,18,3409532
39h,PA14_61600,11,18,3435816
44h,PA14_61600,11,18,3922649
44h,PA14_61600,11,18,3930459
44h,PA14_61600,11,18,3813620
44h,PA14_61600,11,18,3894730
69h,PA14_61600,11,18,6327437
69h,PA14_61600,11,18,5908912
69h,PA14_61600,11,18,5799662
69h,PA14_61600,11,18,5820305
89h,PA14_61600,11,18,7565208
89h,PA14_61600,11,18,7128696
89h,PA14_61600,11,18,7048260
89h,PA14_61600,11,18,7019731
13h,PA14_22340,11,20,1647580
13h,PA14_22340,11,20,1583978
13h,PA14_22340,11,20,1567536
13h,PA14_22340,11,20,1612405
19h,PA14_22340,11,20,2032138
19h,PA14_22340,11,20,2053143
19h,PA14_22340,11,20,1995661
19h,PA14_22340,11,20,2010713
39h,PA14_22340,11,20,3463282
39h,PA14_22340,11,20,3384008
39h,PA14_22340,11,20,3307833
39h,PA14_22340,11,20,3289595
44h,PA14_22340,11,20,4021865
44h,PA14_22340,11,20,3880244
44h,PA14_22340,11,20,3723533
44h,PA14_22340,11,20,3727936
69h,PA14_22340,11,20,6263694
69h,PA14_22340,11,20,5837833
69h,PA14_22340,11,20,5657868
69h,PA14_22340,11,20,5629592
89h,PA14_22340,11,20,7336305
89h,PA14_22340,11,20,6876679
89h,PA14_22340,11,20,6708265
89h,PA14_22340,11,20,6600518
13h,PA14_23630,11,24,1065423
13h,PA14_23630,11,24,1578222
13h,PA14_23630,11,24,897552
13h,PA14_23630,11,24,989287
19h,PA14_23630,11,24,2403413
19h,PA14_23630,11,24,2108178
19h,PA14_23630,11,24,2271299
19h,PA14_23630,11,24,2290554
39h,PA14_23630,11,24,4767639
39h,PA14_23630,11,24,4691887
39h,PA14_23630,11,24,4084675
39h,PA14_23630,11,24,3881103
44h,PA14_23630,11,24,6202847
44h,PA14_23630,11,24,5682041
44h,PA14_23630,11,24,5826522
44h,PA14_23630,11,24,5728477
69h,PA14_23630,11,24,9333760
69h,PA14_23630,11,24,9164880
69h,PA14_23630,11,24,9365254
69h,PA14_23630,11,24,9134051
89h,PA14_23630,11,24,11052881
89h,PA14_23630,11,24,10571573
89h,PA14_23630,11,24,10673574
89h,PA14_23630,11,24,10312845
13h,PA14_69400,13,2,1188826
13h,PA14_69400,13,2,772026
13h,PA14_69400,13,2,923489
13h,PA14_69400,13,2,1595193
19h,PA14_69400,13,2,1989756
19h,PA14_69400,13,2,1690049
19h,PA14_69400,13,2,1925983
19h,PA14_69400,13,2,1971911
39h,PA14_69400,13,2,3503309
39h,PA14_69400,13,2,3278678
39h,PA14_69400,13,2,3398869
39h,PA14_69400,13,2,3278926
44h,PA14_69400,13,2,4484988
44h,PA14_69400,13,2,4218666
44h,PA14_69400,13,2,4276178
44h,PA14_69400,13,2,3558534
69h,PA14_69400,13,2,6973791
69h,PA14_69400,13,2,6869241
69h,PA14_69400,13,2,7224024
69h,PA14_69400,13,2,7152464
89h,PA14_69400,13,2,8543291
89h,PA14_69400,13,2,8168239
89h,PA14_69400,13,2,8670741
89h,PA14_69400,13,2,8179825
13h,PA14_13600,13,4,1541065
13h,PA14_13600,13,4,803704
13h,PA14_13600,13,4,1546559
13h,PA14_13600,13,4,1599412
19h,PA14_13600,13,4,1976451
19h,PA14_13600,13,4,1859028
19h,PA14_13600,13,4,1891613
19h,PA14_13600,13,4,1928703
39h,PA14_13600,13,4,3299088
39h,PA14_13600,13,4,3185501
39h,PA14_13600,13,4,3208260
39h,PA14_13600,13,4,3252386
44h,PA14_13600,13,4,3558963
44h,PA14_13600,13,4,3506038
44h,PA14_13600,13,4,3499145
44h,PA14_13600,13,4,3427032
69h,PA14_13600,13,4,6351790
69h,PA14_13600,13,4,5940337
69h,PA14_13600,13,4,6170922
69h,PA14_13600,13,4,6039694
89h,PA14_13600,13,4,7421987
89h,PA14_13600,13,4,7113254
89h,PA14_13600,13,4,7208978
89h,PA14_13600,13,4,6905455
13h,PA14_35810,13,6,592900
13h,PA14_35810,13,6,670015
13h,PA14_35810,13,6,596215
13h,PA14_35810,13,6,1579729
19h,PA14_35810,13,6,1929239
19h,PA14_35810,13,6,1845260
19h,PA14_35810,13,6,1957741
19h,PA14_35810,13,6,2025174
39h,PA14_35810,13,6,3303783
39h,PA14_35810,13,6,3199881
39h,PA14_35810,13,6,3314958
39h,PA14_35810,13,6,3417455
44h,PA14_35810,13,6,3655125
44h,PA14_35810,13,6,3554032
44h,PA14_35810,13,6,3715246
44h,PA14_35810,13,6,3716668
69h,PA14_35810,13,6,6628439
69h,PA14_35810,13,6,6089117
69h,PA14_35810,13,6,6308100
69h,PA14_35810,13,6,6269976
89h,PA14_35810,13,6,7779343
89h,PA14_35810,13,6,7334480
89h,PA14_35810,13,6,7392641
89h,PA14_35810,13,6,7271826
13h,PA14_05920,13,12,1363978
13h,PA14_05920,13,12,1549341
13h,PA14_05920,13,12,1590210
13h,PA14_05920,13,12,1613332
19h,PA14_05920,13,12,2018491
19h,PA14_05920,13,12,1936519
19h,PA14_05920,13,12,1935019
19h,PA14_05920,13,12,2004839
39h,PA14_05920,13,12,3441968
39h,PA14_05920,13,12,3340207
39h,PA14_05920,13,12,3300247
39h,PA14_05920,13,12,3346681
44h,PA14_05920,13,12,3983574
44h,PA14_05920,13,12,3776075
44h,PA14_05920,13,12,3714001
44h,PA14_05920,13,12,3743896
69h,PA14_05920,13,12,5910581
69h,PA14_05920,13,12,5714142
69h,PA14_05920,13,12,5575546
69h,PA14_05920,13,12,5614323
89h,PA14_05920,13,12,7180237
89h,PA14_05920,13,12,6809974
89h,PA14_05920,13,12,6649852
89h,PA14_05920,13,12,6726470
13h,PA14_41860,15,2,1191263
13h,PA14_41860,15,2,981718
13h,PA14_41860,15,2,1639036
13h,PA14_41860,15,2,1664873
19h,PA14_41860,15,2,2077083
19h,PA14_41860,15,2,2024081
19h,PA14_41860,15,2,2129508
19h,PA14_41860,15,2,2136003
39h,PA14_41860,15,2,4209963
39h,PA14_41860,15,2,4375844
39h,PA14_41860,15,2,4956332
39h,PA14_41860,15,2,4913496
44h,PA14_41860,15,2,5671475
44h,PA14_41860,15,2,5440063
44h,PA14_41860,15,2,6052773
44h,PA14_41860,15,2,5921428
69h,PA14_41860,15,2,8325492
69h,PA14_41860,15,2,8208247
69h,PA14_41860,15,2,8924835
69h,PA14_41860,15,2,8651405
89h,PA14_41860,15,2,9670309
89h,PA14_41860,15,2,10505842
89h,PA14_41860,15,2,9875725
89h,PA14_41860,15,2,10095894
13h,PA14_50820,15,8,1267527
13h,PA14_50820,15,8,764392
13h,PA14_50820,15,8,739360
13h,PA14_50820,15,8,571843
19h,PA14_50820,15,8,2041659
19h,PA14_50820,15,8,2006543
19h,PA14_50820,15,8,2093762
19h,PA14_50820,15,8,2078540
39h,PA14_50820,15,8,3391087
39h,PA14_50820,15,8,3341011
39h,PA14_50820,15,8,3410127
39h,PA14_50820,15,8,3463200
44h,PA14_50820,15,8,4165350
44h,PA14_50820,15,8,3927283
44h,PA14_50820,15,8,4201021
44h,PA14_50820,15,8,3887129
69h,PA14_50820,15,8,6597136
69h,PA14_50820,15,8,6150953
69h,PA14_50820,15,8,6660152
69h,PA14_50820,15,8,6527689
89h,PA14_50820,15,8,7528100
89h,PA14_50820,15,8,7107347
89h,PA14_50820,15,8,7562559
89h,PA14_50820,15,8,7064592
13h,PA14_10300,15,12,1778004
13h,PA14_10300,15,12,705966
13h,PA14_10300,15,12,775884
13h,PA14_10300,15,12,1790817
19h,PA14_10300,15,12,2150879
19h,PA14_10300,15,12,2066483
19h,PA14_10300,15,12,2092801
19h,PA14_10300,15,12,2242027
39h,PA14_10300,15,12,3627194
39h,PA14_10300,15,12,3447963
39h,PA14_10300,15,12,3527963
39h,PA14_10300,15,12,3573458
44h,PA14_10300,15,12,4154259
44h,PA14_10300,15,12,3756658
44h,PA14_10300,15,12,3865274
44h,PA14_10300,15,12,3914921
69h,PA14_10300,15,12,7495530
69h,PA14_10300,15,12,6706084
69h,PA14_10300,15,12,7608477
69h,PA14_10300,15,12,7837059
89h,PA14_10300,15,12,8982351
89h,PA14_10300,15,12,8059961
89h,PA14_10300,15,12,9094560
89h,PA14_10300,15,12,9114369
13h,PA14_62570,6,9,0
13h,PA14_62570,8,23,0
13h,PA14_62570,6,9,206661
13h,PA14_62570,8,23,0
13h,PA14_62570,6,9,150215
13h,PA14_62570,8,23,0
13h,PA14_62570,6,9,185901
13h,PA14_62570,8,23,0
19h,PA14_62570,6,9,194781
19h,PA14_62570,8,23,0
19h,PA14_62570,6,9,240337
19h,PA14_62570,8,23,2551306
19h,PA14_62570,6,9,283137
19h,PA14_62570,8,23,1995719
19h,PA14_62570,6,9,395172
19h,PA14_62570,8,23,0
39h,PA14_62570,6,9,1393352
39h,PA14_62570,8,23,0
39h,PA14_62570,6,9,1392145
39h,PA14_62570,8,23,0
39h,PA14_62570,6,9,1456947
39h,PA14_62570,8,23,0
